gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSG00000127191.13	ENST00000536468.1	TRAF2	protein_coding	0	0	1	1	2	0	2	chr9:139820315-139820414|Locus_6639,chr9:139820440-139820514|Locus_6640	group1
ENSG00000101181.13	ENST00000536470.1	MTG2	protein_coding	0	0	1	2	1	0	3	chr20:60775875-60776324|Locus_2949,chr20:60776400-60776449|Locus_2950,chr20:60776500-60776574|Locus_2951	group1
ENSG00000143157.7	ENST00000536514.1	POGK	protein_coding	0	0	1	1	1	0	2	chr1:166818422-166819746|Locus_5694,chr1:166819922-166822369|Locus_5695	group1
ENSG00000067798.9	ENST00000536525.2	NAV3	protein_coding	0	0	1	0	0	0	1	chr12:78513430-78513529|Locus_8074	group1
ENSG00000164008.9	ENST00000536543.1	C1orf50	protein_coding	0	1	0	0	0	0	1	chr1:43241124-43241223|Locus_6907	group1
ENSG00000171608.11	ENST00000536656.1	PIK3CD	protein_coding	0	0	0	1	1	0	1	chr1:9787146-9787295|Locus_4562	group1
ENSG00000111215.7	ENST00000536668.1	PRR4	protein_coding	1	0	0	0	0	0	0	chr12:11324430-11324929|Locus_30	group1
ENSG00000129347.15	ENST00000536689.1	KRI1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000150991.10	ENST00000536769.1	UBC	protein_coding	0	0	2	0	1	0	2	chr12:125398142-125398596|Locus_6685,chr12:125396442-125396516|Locus_6686	group1
ENSG00000256628.2	ENST00000536865.1	ZBTB11-AS1	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000072609.13	ENST00000536932.1	CHFR	protein_coding	0	0	0	0	0	1	1	chr12:133519216-133519490|Locus_75	group1
ENSG00000170525.14	ENST00000536985.1	PFKFB3	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000125962.10	ENST00000537008.1	ARMCX5	protein_coding	0	0	1	0	0	0	1	chrX:101856913-101857387|Locus_195	group1
ENSG00000172725.9	ENST00000537042.1	CORO1B	protein_coding	0	0	1	0	2	0	1	chr11:67208299-67208523|Locus_5494	group1
ENSG00000070413.14	ENST00000537045.1	DGCR2	protein_coding	0	0	1	1	1	0	2	chr22:19025570-19026444|Locus_8860,chr22:19023845-19024569|Locus_8861	group1
ENSG00000165819.7	ENST00000537163.1	METTL3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000139725.3	ENST00000537171.1	RHOF	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000074621.9	ENST00000537259.1	SLC24A1	protein_coding	0	0	2	0	0	0	2	chr15:65917083-65917157|Locus_8275,chr15:65917408-65917532|Locus_8276	group1
ENSG00000105676.9	ENST00000537263.1	ARMC6	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000176715.11	ENST00000537290.1	ACSF3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000141564.9	ENST00000537330.1	RPTOR	protein_coding	0	1	0	0	0	0	1	chr17:78518775-78518949|Locus_5600	group1
ENSG00000082258.8	ENST00000537343.1	CCNT2	protein_coding	0	0	3	0	1	0	3	chr2:135711162-135711261|Locus_8151,chr2:135711437-135711536|Locus_8152,chr2:135712062-135712311|Locus_8153	group1
ENSG00000133816.9	ENST00000537344.1	MICAL2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000111641.6	ENST00000537442.1	NOP2	protein_coding	0	0	1	0	1	0	1	chr12:6666036-6666435|Locus_4178	group1
ENSG00000120647.5	ENST00000537453.1	CCDC77	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000160051.7	ENST00000537469.1	IQCC	protein_coding	0	0	1	0	1	0	1	chr1:32673410-32673734|Locus_5230	group1
ENSG00000110888.13	ENST00000537553.1	CAPRIN2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000198585.7	ENST00000537561.1	NUDT16	protein_coding	0	0	1	0	1	0	1	chr3:131102098-131102397|Locus_1182	group1
ENSG00000011523.9	ENST00000537589.1	CEP68	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000166986.8	ENST00000537638.2	MARS	protein_coding	0	0	1	0	0	0	1	chr12:57881863-57883088|Locus_3927	group1
ENSG00000166037.6	ENST00000537677.1	CEP57	protein_coding	0	0	1	0	1	0	1	chr11:95564299-95564448|Locus_8620	group1
ENSG00000111203.7	ENST00000537710.1	ITFG2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000167775.6	ENST00000537716.2	CD320	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000256152.2	ENST00000537827.2	RP11-463O12.3	lincRNA	0	0	0	0	0	0	0	NA	group1
ENSG00000176715.11	ENST00000537895.1	ACSF3	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000110987.4	ENST00000538010.1	BCL7A	protein_coding	0	0	0	3	1	0	3	chr12:122497187-122497511|Locus_5917,chr12:122497637-122498511|Locus_5918,chr12:122499687-122499811|Locus_5919	group1
ENSG00000089094.12	ENST00000538046.2	KDM2B	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000255874.1	ENST00000538077.1	LINC00346	protein_coding	0	0	1	0	1	0	1	chr13:111521509-111521858|Locus_3173	group1
ENSG00000125459.10	ENST00000538143.1	MSTO1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000185215.4	ENST00000538222.1	TNFAIP2	protein_coding	0	0	1	0	0	0	1	chr14:103601777-103602301|Locus_6619	group1
ENSG00000146426.13	ENST00000538270.1	TIAM2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000152683.10	ENST00000538303.1	SLC30A6	protein_coding	0	0	1	0	1	0	1	chr2:32445691-32445865|Locus_5195	group1
ENSG00000233954.4	ENST00000538385.1	RP11-169K16.7	pseudogene	0	0	0	0	0	0	0	NA	group1
ENSG00000139154.10	ENST00000538425.1	AEBP2	protein_coding	0	0	1	0	0	0	1	chr12:19593593-19615549|Locus_1016	group1
ENSG00000157110.11	ENST00000538486.1	RBPMS	protein_coding	0	1	1	0	1	0	2	chr8:30242119-30242268|Locus_665,chr8:30405017-30419466|Locus_666	group1
ENSG00000128595.12	ENST00000538546.1	CALU	protein_coding	0	0	1	0	1	0	1	chr7:128407706-128409512|Locus_7332	group1
ENSG00000149231.7	ENST00000538597.1	CCDC82	protein_coding	0	0	0	0	2	0	0	NA	group1
ENSG00000171792.6	ENST00000538636.1	RHNO1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000085733.11	ENST00000538675.1	CTTN	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000198354.4	ENST00000538699.1	DCAF12L2	protein_coding	0	0	3	0	1	0	3	chrX:125299507-125299631|Locus_3587,chrX:125298857-125299431|Locus_3588,chrX:125298382-125298806|Locus_3589	group1
ENSG00000006194.6	ENST00000538765.1	ZNF263	protein_coding	0	0	2	2	2	0	4	chr16:3339558-3340032|Locus_297,chr16:3340208-3340407|Locus_298,chr16:3340683-3340832|Locus_299,chr16:3340958-3341282|Locus_300	group1
ENSG00000127423.6	ENST00000538789.1	AUNIP	protein_coding	0	0	3	0	0	0	3	chr1:26161822-26162096|Locus_6872,chr1:26161622-26161746|Locus_6873,chr1:26161472-26161596|Locus_6874	group1
ENSG00000225996.2	ENST00000538795.1	AL356356.1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000185813.6	ENST00000538936.2	PCYT2	protein_coding	0	0	1	1	1	0	2	chr17:79861852-79862751|Locus_5810,chr17:79861177-79861226|Locus_5811	group1
ENSG00000132361.12	ENST00000538975.1	CLUH	protein_coding	0	0	2	0	1	0	2	chr17:2601532-2601656|Locus_2422,chr17:2593655-2593904|Locus_2423	group1
ENSG00000239264.4	ENST00000539054.1	TXNDC5	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000256525.2	ENST00000539111.2	POLG2	protein_coding	0	0	1	0	0	0	1	chr17:62492568-62492817|Locus_780	group1
ENSG00000005889.11	ENST00000539115.1	ZFX	protein_coding	0	0	2	0	1	0	2	chrX:24228773-24229272|Locus_6763,chrX:24229373-24229472|Locus_6764	group1
ENSG00000197381.11	ENST00000539173.1	ADARB1	protein_coding	0	0	1	0	0	0	1	chr21:46596055-46596504|Locus_416	group1
ENSG00000111186.8	ENST00000539198.1	WNT5B	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000006534.11	ENST00000539229.1	ALDH3B1	protein_coding	0	0	0	1	1	0	1	chr11:67796097-67796471|Locus_1961	group1
ENSG00000102554.9	ENST00000539231.1	KLF5	protein_coding	0	0	2	0	0	0	2	chr13:73636306-73636430|Locus_6528,chr13:73636481-73636755|Locus_6529	group1
ENSG00000148834.8	ENST00000539281.1	GSTO1	protein_coding	0	0	1	0	0	0	1	chr10:106014962-106019365|Locus_8450	group1
ENSG00000164713.5	ENST00000539286.1	BRI3	protein_coding	0	0	1	0	1	0	1	chr7:97921712-97922036|Locus_5321	group1
ENSG00000185728.12	ENST00000539294.1	YTHDF3	protein_coding	0	0	2	0	1	0	2	chr8:64098885-64100159|Locus_2713,chr8:64100235-64122621|Locus_2714	group1
ENSG00000149761.4	ENST00000539325.1	NUDT22	protein_coding	0	0	1	0	1	0	1	chr11:63994487-63994661|Locus_7630	group1
ENSG00000051825.10	ENST00000539336.2	MPHOSPH9	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000163125.11	ENST00000539519.1	RPRD2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000176915.10	ENST00000539605.1	ANKLE2	protein_coding	0	0	2	1	0	0	3	chr12:133327378-133331552|Locus_2283,chr12:133304692-133306631|Locus_2284,chr12:133303154-133303353|Locus_2285	group1
ENSG00000084234.12	ENST00000539648.1	APLP2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000113140.6	ENST00000539687.1	SPARC	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000160094.10	ENST00000539719.1	ZNF362	protein_coding	0	0	0	2	1	0	2	chr1:33764840-33764964|Locus_1407,chr1:33765090-33765364|Locus_1408	group1
ENSG00000118804.7	ENST00000539752.1	FAM47E-STBD1	protein_coding	0	0	1	0	0	0	1	chr4:77230683-77230757|Locus_254	group1
ENSG00000165819.7	ENST00000539760.1	METTL3	protein_coding	0	0	1	0	0	0	1	chr14:21971375-21971474|Locus_5365	group1
ENSG00000139178.6	ENST00000539803.1	C1RL	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000140853.11	ENST00000539881.1	NLRC5	protein_coding	0	0	1	0	0	0	1	chr16:57060105-57060754|Locus_7566	group1
ENSG00000057252.8	ENST00000539888.1	SOAT1	protein_coding	0	0	0	1	1	0	1	chr1:179322812-179323061|Locus_6401	group1
ENSG00000111321.6	ENST00000539925.1	LTBR	protein_coding	0	0	1	0	1	0	1	chr12:6499993-6500667|Locus_3888	group1
ENSG00000086589.7	ENST00000540000.1	RBM22	protein_coding	0	0	0	1	1	0	1	chr5:150070927-150071176|Locus_5207	group1
ENSG00000076053.6	ENST00000540163.1	RBM7	protein_coding	0	0	1	0	1	0	1	chr11:114278416-114278640|Locus_320	group1
ENSG00000004142.7	ENST00000540200.1	POLDIP2	protein_coding	0	0	0	1	1	0	1	chr17:26674359-26675008|Locus_2913	group1
ENSG00000143033.13	ENST00000540243.1	MTF2	protein_coding	0	0	1	0	1	0	1	chr1:93602449-93602648|Locus_2014	group1
ENSG00000103194.11	ENST00000540269.2	USP10	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000111817.12	ENST00000540275.1	DSE	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000166598.8	ENST00000540297.2	HSP90B1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000067596.6	ENST00000540306.1	DHX8	protein_coding	0	0	1	0	1	0	1	chr17:41601231-41603888|Locus_1584	group1
ENSG00000171631.10	ENST00000540342.1	P2RY6	protein_coding	0	0	1	0	1	0	1	chr11:73008532-73008931|Locus_4233	group1
ENSG00000188735.8	ENST00000540377.1	TMEM120B	protein_coding	0	0	1	0	0	0	1	chr12:122213740-122213914|Locus_1297	group1
ENSG00000134333.9	ENST00000540430.1	LDHA	protein_coding	0	0	1	0	0	0	1	chr11:18418090-18418139|Locus_3798	group1
ENSG00000061936.5	ENST00000540469.1	SFSWAP	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000170043.7	ENST00000540486.1	TRAPPC1	protein_coding	0	0	1	0	0	0	1	chr17:7834870-7835123|Locus_5813	group1
ENSG00000161714.7	ENST00000540511.1	PLCD3	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000255872.3	ENST00000540557.1	RP11-613M10.9	protein_coding	0	0	1	0	0	0	1	chr9:38016043-38067939|Locus_6161	group1
ENSG00000119725.13	ENST00000540593.1	ZNF410	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000196233.7	ENST00000540664.1	LCOR	protein_coding	0	0	2	0	0	0	2	chr10:98714950-98715024|Locus_2944,chr10:98715350-98715524|Locus_2945	group1
ENSG00000159335.11	ENST00000540667.1	PTMS	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000253352.4	ENST00000540687.1	TUG1	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000108654.7	ENST00000540698.2	DDX5	protein_coding	0	1	0	0	0	0	1	chr17:62502300-62502349|Locus_1580	group1
ENSG00000214022.7	ENST00000540729.1	REPIN1	protein_coding	0	0	3	0	2	0	3	chr7:150069361-150069710|Locus_3361,chr7:150069736-150069835|Locus_3362,chr7:150069861-150070235|Locus_3363	group1
ENSG00000166908.13	ENST00000540759.2	PIP4K2C	protein_coding	0	0	0	1	0	0	1	chr12:57995893-57996067|Locus_7105	group1
ENSG00000118257.12	ENST00000540841.1	NRP2	protein_coding	0	0	1	0	1	0	1	chr2:206659739-206660163|Locus_8021	group1
ENSG00000126653.11	ENST00000540900.3	NSRP1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000176371.9	ENST00000540936.1	ZSCAN2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000167535.3	ENST00000540990.1	CACNB3	protein_coding	0	0	1	0	1	0	1	chr12:49221526-49221875|Locus_6852	group1
ENSG00000129911.4	ENST00000541015.1	KLF16	protein_coding	0	0	0	1	1	0	1	chr19:1854098-1854422|Locus_7515	group1
ENSG00000100084.10	ENST00000541063.1	HIRA	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000131467.6	ENST00000541124.1	PSME3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000080802.14	ENST00000541284.1	CNOT4	protein_coding	0	0	1	0	0	0	1	chr7:135078840-135079089|Locus_4180	group1
ENSG00000091542.8	ENST00000541285.1	ALKBH5	protein_coding	0	0	0	0	0	1	1	chr17:18086942-18086991|Locus_4831	group1
ENSG00000168003.12	ENST00000541372.1	SLC3A2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000169607.8	ENST00000541405.1	CKAP2L	protein_coding	0	0	1	0	0	0	1	chr2:113509977-113513753|Locus_1427	group1
ENSG00000111843.9	ENST00000541412.1	TMEM14C	protein_coding	0	1	0	0	0	0	1	chr6:10723473-10724836|Locus_4455	group1
ENSG00000167964.8	ENST00000541451.1	RAB26	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000181896.7	ENST00000541458.1	ZNF101	protein_coding	0	0	1	0	1	0	1	chr19:19790140-19790389|Locus_8432	group1
ENSG00000107242.13	ENST00000541509.1	PIP5K1B	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000142657.16	ENST00000541529.1	PGD	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000137497.13	ENST00000541584.1	NUMA1	protein_coding	0	0	2	0	1	0	2	chr11:71724762-71725286|Locus_4203,chr11:71720366-71724536|Locus_4204	group1
ENSG00000177084.12	ENST00000541627.1	POLE	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000155542.7	ENST00000541720.1	SETD9	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000176715.11	ENST00000541755.2	ACSF3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000165376.6	ENST00000541806.1	CLDN2	protein_coding	0	0	1	2	1	0	3	chrX:106172104-106172878|Locus_8167,chrX:106172929-106173103|Locus_8168,chrX:106173129-106173178|Locus_8169	group1
ENSG00000063601.12	ENST00000541925.1	MTMR1	protein_coding	0	0	0	1	1	0	1	chrX:149931366-149931565|Locus_8004	group1
ENSG00000176058.7	ENST00000541945.1	TPRN	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000175575.8	ENST00000541951.1	PAAF1	protein_coding	0	0	0	1	1	0	1	chr11:73638589-73638713|Locus_7231	group1
ENSG00000071994.6	ENST00000541970.1	PDCD2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000123094.11	ENST00000542004.1	RASSF8	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000103544.10	ENST00000542027.3	C16orf62	protein_coding	0	0	0	1	0	0	1	chr16:19717799-19718048|Locus_3848	group1
ENSG00000166192.10	ENST00000542035.2	SENP8	protein_coding	0	0	1	0	1	0	1	chr15:72432467-72432566|Locus_1034	group1
ENSG00000247498.5	ENST00000542078.1	RP11-392P7.6	antisense	0	0	0	0	0	1	1	chr12:13133132-13133231|Locus_137	group1
ENSG00000257365.3	ENST00000542227.1	FNTB	protein_coding	0	0	0	1	0	0	1	chr14:65528235-65528534|Locus_206	group1
ENSG00000255857.1	ENST00000542265.1	PXN-AS1	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000119242.4	ENST00000542348.1	CCDC92	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000150990.3	ENST00000542400.1	DHX37	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000255737.2	ENST00000542466.2	AGAP2-AS1	protein_coding	0	1	1	0	1	0	2	chr12:58121034-58121233|Locus_41,chr12:58119926-58120225|Locus_976	group1
ENSG00000255644.1	ENST00000542489.1	RP11-59N23.1	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000149485.12	ENST00000542506.1	FADS1	protein_coding	0	1	0	0	0	0	1	chr11:61582420-61582494|Locus_3823	group1
ENSG00000198492.10	ENST00000542507.1	YTHDF2	protein_coding	0	0	1	0	0	0	1	chr1:29069773-29070472|Locus_4429	group1
ENSG00000105281.8	ENST00000542575.2	SLC1A5	protein_coding	0	0	1	1	1	0	2	chr19:47290824-47291823|Locus_6305,chr19:47278490-47278714|Locus_6306	group1
ENSG00000160271.10	ENST00000542690.1	RALGDS	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000226137.3	ENST00000542745.1	BAIAP2-AS1	lincRNA	1	0	0	0	0	0	0	chr17:79004908-79006682|Locus_4051	group1
ENSG00000179918.15	ENST00000542752.1	SEPHS2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000167985.2	ENST00000542794.1	SDHAF2	protein_coding	0	0	0	1	0	0	1	chr11:61213546-61213845|Locus_4870	group1
ENSG00000137497.13	ENST00000542977.1	NUMA1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000134265.8	ENST00000542979.1	NAPG	protein_coding	0	0	1	0	1	0	1	chr18:10550214-10550338|Locus_8003	group1
ENSG00000149970.10	ENST00000543067.1	CNKSR2	protein_coding	0	0	1	0	0	0	1	chrX:21627489-21627538|Locus_2054	group1
ENSG00000082805.15	ENST00000543086.3	ERC1	protein_coding	0	0	2	7	2	0	9	chr12:1192382-1213925|Locus_2218,chr12:1590017-1599460|Locus_2219,chr12:1599536-1600010|Locus_2220,chr12:1600386-1600560|Locus_2221,chr12:1601486-1601885|Locus_2222,chr12:1602986-1603210|Locus_2223,chr12:1603386-1603435|Locus_2224,chr12:1603461-1603635|Locus_2225,chr12:1603761-1603985|Locus_2226	group1
ENSG00000139629.11	ENST00000543196.2	GALNT6	protein_coding	0	0	1	0	0	0	1	chr12:51773173-51773247|Locus_776	group1
ENSG00000101654.13	ENST00000543302.2	RNMT	protein_coding	0	0	1	0	0	0	1	chr18:13731646-13731795|Locus_7987	group1
ENSG00000134627.7	ENST00000543336.1	PIWIL4	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000136643.7	ENST00000543354.1	RPS6KC1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000213214.3	ENST00000543357.1	ARHGEF35	protein_coding	0	0	0	0	0	5	5	chr7:143983513-143983712|Locus_3854,chr7:143983138-143983312|Locus_3855,chr7:143981963-143982212|Locus_3856,chr7:143981163-143981462|Locus_3857,chr7:143979824-143981087|Locus_3858	group1
ENSG00000159788.14	ENST00000543385.1	RGS12	protein_coding	0	0	2	0	0	0	2	chr4:3318917-3319016|Locus_5900,chr4:3319417-3319466|Locus_5901	group1
ENSG00000130675.10	ENST00000543409.1	MNX1	protein_coding	0	0	1	0	1	0	1	chr7:156798241-156798365|Locus_3470	group1
ENSG00000136643.7	ENST00000543470.1	RPS6KC1	protein_coding	0	0	1	0	0	0	1	chr1:213415370-213415544|Locus_3023	group1
ENSG00000256514.1	ENST00000543494.1	AP003419.11	processed_transcript	0	0	0	0	0	0	0	NA	group1
ENSG00000131023.8	ENST00000543571.1	LATS1	protein_coding	0	0	2	0	0	0	2	chr6:150004815-150005089|Locus_8203,chr6:150004440-150004589|Locus_8204	group1
ENSG00000107554.11	ENST00000543621.1	DNMBP	protein_coding	0	0	1	1	0	0	2	chr10:101639683-101639782|Locus_2398,chr10:101636459-101636683|Locus_2399	group1
ENSG00000127334.10	ENST00000543747.1	DYRK2	protein_coding	0	0	1	0	1	0	1	chr12:68050886-68051385|Locus_7660	group1
ENSG00000143641.8	ENST00000543760.1	GALNT2	protein_coding	0	0	0	1	1	0	1	chr1:230415249-230415848|Locus_2800	group1
ENSG00000004478.5	ENST00000543769.1	FKBP4	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000132341.7	ENST00000543796.1	RAN	protein_coding	0	0	1	0	0	0	1	chr12:131357128-131357565|Locus_5846	group1
ENSG00000167447.8	ENST00000543872.2	SMG8	protein_coding	0	0	5	0	0	0	5	chr17:57287546-57287645|Locus_4999,chr17:57287846-57287995|Locus_5000,chr17:57288246-57288820|Locus_5001,chr17:57288871-57288970|Locus_5002,chr17:57290593-57290942|Locus_5003	group1
ENSG00000205269.4	ENST00000543875.1	TMEM170B	protein_coding	0	0	1	0	1	0	1	chr6:11575745-11575844|Locus_10	group1
ENSG00000174527.5	ENST00000543960.1	MYO1H	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000256591.1	ENST00000544025.1	RP11-286N22.8	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000159658.6	ENST00000544071.1	EFCAB14	protein_coding	0	1	0	0	0	0	1	chr1:47184143-47184367|Locus_6182	group1
ENSG00000125812.11	ENST00000544236.1	GZF1	protein_coding	0	0	1	0	1	0	1	chr20:23350944-23351193|Locus_6133	group1
ENSG00000184226.10	ENST00000544246.1	PCDH9	protein_coding	0	0	3	0	0	0	3	chr13:67802156-67802480|Locus_4285,chr13:67800031-67800230|Locus_4286,chr13:67799481-67799855|Locus_4287	group1
ENSG00000185504.12	ENST00000544302.1	C17orf70	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000133216.12	ENST00000544305.1	EPHB2	protein_coding	0	0	1	0	0	0	1	chr1:23111064-23111488|Locus_1852	group1
ENSG00000151893.10	ENST00000544392.1	CACUL1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000232600.2	ENST00000544423.1	AC084125.4	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000005810.13	ENST00000544440.2	MYCBP2	protein_coding	0	0	1	0	0	0	1	chr13:77672556-77672955|Locus_2211	group1
ENSG00000136114.11	ENST00000544466.1	THSD1	protein_coding	0	0	1	1	2	0	2	chr13:52951703-52952202|Locus_5302,chr13:52951303-52951527|Locus_5303	group1
ENSG00000111642.10	ENST00000544484.1	CHD4	protein_coding	0	1	0	1	0	0	2	chr12:6715573-6716495|Locus_692,chr12:6679448-6679522|Locus_693	group1
ENSG00000110237.3	ENST00000544519.1	ARHGEF17	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000169756.12	ENST00000544547.1	LIMS1	protein_coding	0	0	1	0	0	0	1	chr2:109151036-109204816|Locus_3821	group1
ENSG00000182149.16	ENST00000544564.1	IST1	protein_coding	0	0	1	0	1	0	1	chr16:71961642-71962441|Locus_8695	group1
ENSG00000183579.11	ENST00000544604.2	ZNRF3	protein_coding	0	0	2	0	1	0	2	chr22:29445352-29446326|Locus_7556,chr22:29446402-29449756|Locus_7557	group1
ENSG00000168876.4	ENST00000544612.1	ANKRD49	protein_coding	0	0	1	0	1	0	1	chr11:94231321-94231720|Locus_4798	group1
ENSG00000177732.6	ENST00000544632.1	SOX12	protein_coding	0	0	2	1	1	0	3	chr20:306715-307039|Locus_6422,chr20:307140-307939|Locus_6423,chr20:308565-308989|Locus_6424	group1
ENSG00000139178.6	ENST00000544702.1	C1RL	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000171634.12	ENST00000544778.2	BPTF	protein_coding	0	0	2	0	0	0	2	chr17:65850232-65862682|Locus_1923,chr17:65909062-65909111|Locus_1924	group1
ENSG00000139437.13	ENST00000544838.1	TCHP	protein_coding	0	0	1	0	1	0	1	chr12:110353346-110354514|Locus_7609	group1
ENSG00000070366.9	ENST00000544865.1	SMG6	protein_coding	0	0	2	0	0	0	2	chr17:2203514-2203713|Locus_2429,chr17:2202339-2202713|Locus_2430	group1
ENSG00000251562.3	ENST00000544868.1	MALAT1	lincRNA	1	0	0	0	0	0	0	chr11:65266483-65266732|Locus_3731	group1
ENSG00000174206.8	ENST00000544871.1	C12orf66	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000109079.5	ENST00000544907.2	TNFAIP1	protein_coding	0	0	1	1	1	0	2	chr17:26671483-26672132|Locus_6615,chr17:26672233-26672307|Locus_6616	group1
ENSG00000188191.10	ENST00000544935.1	PRKAR1B	protein_coding	0	0	0	1	1	0	1	chr7:589684-589933|Locus_5258	group1
ENSG00000122965.6	ENST00000545145.2	RBM19	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000230438.5	ENST00000545177.3	RP11-420G6.4	lincRNA	0	0	0	0	0	0	0	NA	group1
ENSG00000176170.9	ENST00000545180.1	SPHK1	protein_coding	0	0	1	0	0	0	1	chr17:74383192-74383416|Locus_8042	group1
ENSG00000131467.6	ENST00000545225.1	PSME3	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000148498.11	ENST00000545260.1	PARD3	protein_coding	0	0	2	0	1	0	2	chr10:34601232-34606055|Locus_5361,chr10:34399938-34400237|Locus_5362	group1
ENSG00000082805.15	ENST00000545318.2	ERC1	protein_coding	0	0	1	0	1	0	1	chr12:1137239-1137563|Locus_2217	group1
ENSG00000103495.9	ENST00000545521.1	MAZ	protein_coding	0	0	1	0	0	0	1	chr16:29819032-29819958|Locus_3934	group1
ENSG00000255680.1	ENST00000545572.1	RP11-732A19.9	antisense	0	0	0	0	0	0	0	NA	group1
ENSG00000111530.8	ENST00000545606.1	CAND1	protein_coding	0	0	1	1	1	0	2	chr12:67699237-67699461|Locus_5284,chr12:67706706-67706755|Locus_5285	group1
ENSG00000141873.6	ENST00000545664.1	SLC39A3	protein_coding	0	0	1	0	1	0	1	chr19:2732227-2732664|Locus_3412	group1
ENSG00000079277.15	ENST00000545730.1	MKNK1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000167657.7	ENST00000545797.2	DAPK3	protein_coding	0	0	1	1	1	0	2	chr19:3958602-3959401|Locus_1534,chr19:3958452-3958551|Locus_1535	group1
