ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
51686	ornithine decarboxylase antizyme 3(OAZ3)	Homo sapiens				GO:0006521~regulation of cellular amino acid metabolic process,GO:0006595~polyamine metabolic process,GO:0006596~polyamine biosynthetic process,GO:0007283~spermatogenesis,GO:0015847~putrescine transport,GO:0043086~negative regulation of catalytic activity,GO:0045732~positive regulation of protein catabolic process,GO:1902268~negative regulation of polyamine transmembrane transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0072562~blood microparticle,	GO:0005515~protein binding,GO:0008073~ornithine decarboxylase inhibitor activity,GO:0015489~putrescine transmembrane transporter activity,	IPR002993:Ornithine decarboxylase antizyme,IPR016181:Acyl-CoA N-acyltransferase,					Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Polyamine biosynthesis,Proteomics identification,Reference proteome,Ribosomal frameshifting,	chain:Ornithine decarboxylase antizyme 3,
5480	peptidylprolyl isomerase C(PPIC)	Homo sapiens				GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,	GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0005515~protein binding,GO:0016018~cyclosporin A binding,	IPR002130:Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain,IPR020892:Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site,IPR024936:Cyclophilin-type peptidyl-prolyl cis-trans isomerase,					3D-structure,Complete proteome,Cyclosporin,Cytoplasm,Isomerase,Polymorphism,Reference proteome,Rotamase,	chain:Peptidyl-prolyl cis-trans isomerase C,domain:PPIase cyclophilin-type,helix,sequence variant,strand,turn,
51535	periphilin 1(PPHLN1)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0031424~keratinization,	GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0043231~intracellular membrane-bounded organelle,	GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,						Acetylation,Alternative splicing,Chromosome,Complete proteome,Cytoplasm,Isopeptide bond,Keratinization,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,	chain:Periphilin-1,compositionally biased region:Ser-rich,modified residue,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
10336	polycomb group ring finger 3(PCGF3)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0016021~integral component of membrane,GO:0031519~PcG protein complex,	GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017907:Zinc finger, RING-type, conserved site,IPR018957:Zinc finger, C3HC4 RING-type,	hsa04550:Signaling pathways regulating pluripotency of stem cells,			SM00184:RING,	Alternative splicing,Complete proteome,Membrane,Metal-binding,Nucleus,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Transmembrane,Transmembrane helix,Zinc,Zinc-finger,	chain:Polycomb group RING finger protein 3,splice variant,zinc finger region:RING-type,
27039	polycystin 2 like 2, transient receptor potential cation channel(PKD2L2)	Homo sapiens				GO:0050982~detection of mechanical stimulus,GO:0070588~calcium ion transmembrane transport,	GO:0016021~integral component of membrane,	GO:0005262~calcium channel activity,GO:0005509~calcium ion binding,	IPR003915:Polycystic kidney disease type 2 protein,IPR013122:Polycystin cation channel, PKD1/PKD2,					Alternative splicing,Coiled coil,Complete proteome,Glycoprotein,Ion channel,Ion transport,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Polycystic kidney disease 2-like 2 protein,glycosylation site:N-linked (GlcNAc...),sequence variant,short sequence motif:Polycystin motif,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
26121	pre-mRNA processing factor 31(PRPF31)	Homo sapiens				GO:0000244~spliceosomal tri-snRNP complex assembly,GO:0000398~mRNA splicing, via spliceosome,GO:0048254~snoRNA localization,GO:0071166~ribonucleoprotein complex localization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005684~U2-type spliceosomal complex,GO:0005687~U4 snRNP,GO:0005690~U4atac snRNP,GO:0015030~Cajal body,GO:0016607~nuclear speck,GO:0019013~viral nucleocapsid,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0071011~precatalytic spliceosome,GO:0071339~MLL1 complex,	GO:0005515~protein binding,GO:0030621~U4 snRNA binding,GO:0030622~U4atac snRNA binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0070990~snRNP binding,	IPR002687:Nop domain,IPR012976:NOSIC,IPR019175:Prp31 C-terminal,IPR027105:U4/U6 small nuclear ribonucleoprotein Prp31,	hsa03040:Spliceosome,	600138~Retinitis pigmentosa 11,		SM00931:SM00931,	3D-structure,Acetylation,Alternative splicing,Coiled coil,Complete proteome,Disease mutation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Retinitis pigmentosa,Ribonucleoprotein,RNA-binding,Spliceosome,Viral nucleoprotein,Virion,	chain:U4/U6 small nuclear ribonucleoprotein Prp31,compositionally biased region:Poly-Glu,domain:Nop,helix,modified residue,mutagenesis site,sequence conflict,sequence variant,site:Interaction with U4 snRNA,splice variant,turn,
10015	programmed cell death 6 interacting protein(PDCD6IP)	Homo sapiens				GO:0000920~cell separation after cytokinesis,GO:0006915~apoptotic process,GO:0006997~nucleus organization,GO:0007049~cell cycle,GO:0007080~mitotic metaphase plate congression,GO:0010824~regulation of centrosome duplication,GO:0015031~protein transport,GO:0019058~viral life cycle,GO:0036258~multivesicular body assembly,GO:0039702~viral budding via host ESCRT complex,GO:0090611~ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,GO:1901673~regulation of mitotic spindle assembly,GO:1903543~positive regulation of exosomal secretion,GO:1903551~regulation of extracellular exosome assembly,GO:1903553~positive regulation of extracellular exosome assembly,	GO:0001772~immunological synapse,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005829~cytosol,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0042470~melanosome,GO:0043209~myelin sheath,GO:0070062~extracellular exosome,GO:0070971~endoplasmic reticulum exit site,GO:1903561~extracellular vesicle,	GO:0005515~protein binding,GO:0031871~proteinase activated receptor binding,GO:0042803~protein homodimerization activity,GO:0048306~calcium-dependent protein binding,	IPR004328:BRO1 domain,IPR025304:ALIX V-shaped domain,	hsa04144:Endocytosis,			SM01041:SM01041,	3D-structure,Acetylation,Alternative splicing,Apoptosis,Cell cycle,Cell division,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Host-virus interaction,Methylation,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Secreted,Transport,	chain:Programmed cell death 6-interacting protein,compositionally biased region:Pro-rich,domain:BRO1,helix,modified residue,mutagenesis site,region of interest:Essential to promote virus budding,region of interest:Interaction with CEP55,region of interest:Interaction with CHMP4A, CHMP4B and CHMP4C,region of interest:Interaction with EIAV p9,region of interest:Interaction with TSG101,region of interest:Self-association,sequence conflict,sequence variant,strand,turn,
389333	proline rich basic protein 1(PROB1)	Homo sapiens												Complete proteome,Reference proteome,
23215	proline rich coiled-coil 2C(PRRC2C)	Homo sapiens				GO:0002244~hematopoietic progenitor cell differentiation,	GO:0016020~membrane,	GO:0008022~protein C-terminus binding,GO:0044822~poly(A) RNA binding,	IPR009738:BAT2, N-terminal,					Acetylation,Alternative splicing,Coiled coil,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,	chain:BAT2 domain-containing protein 1,compositionally biased region:Ala-rich,compositionally biased region:Arg-rich,compositionally biased region:Gln-rich,compositionally biased region:Glu-rich,compositionally biased region:Poly-Pro,compositionally biased region:Pro-rich,modified residue,sequence conflict,sequence variant,splice variant,
53635	prostate tumor overexpressed 1(PTOV1)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0048471~perinuclear region of cytoplasm,		IPR021394:Mediator complex, subunit Med25, PTOV activation and synapsin 2,					Activator,Alternative splicing,Cell membrane,Complete proteome,Cytoplasm,Membrane,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Prostate tumor overexpressed gene 1 protein,region of interest:Interaction with FLOT1,splice variant,
11098	protease, serine 23(PRSS23)	Homo sapiens				GO:0006508~proteolysis,	GO:0005634~nucleus,GO:0070062~extracellular exosome,	GO:0004252~serine-type endopeptidase activity,	IPR001254:Peptidase S1,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,					Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Phosphoprotein,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal,	active site:Charge relay system,chain:Serine protease 23,disulfide bond,glycosylation site:N-linked (GlcNAc...),signal peptide,
10213	proteasome 26S subunit, non-ATPase 14(PSMD14)	Homo sapiens				GO:0000165~MAPK cascade,GO:0000209~protein polyubiquitination,GO:0000724~double-strand break repair via homologous recombination,GO:0002223~stimulatory C-type lectin receptor signaling pathway,GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,GO:0006303~double-strand break repair via nonhomologous end joining,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0006521~regulation of cellular amino acid metabolic process,GO:0010950~positive regulation of endopeptidase activity,GO:0031145~anaphase-promoting complex-dependent catabolic process,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0038061~NIK/NF-kappaB signaling,GO:0038095~Fc-epsilon receptor signaling pathway,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043488~regulation of mRNA stability,GO:0045471~response to ethanol,GO:0050852~T cell receptor signaling pathway,GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0061136~regulation of proteasomal protein catabolic process,GO:0070536~protein K63-linked deubiquitination,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0090263~positive regulation of canonical Wnt signaling pathway,	GO:0000502~proteasome complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0008541~proteasome regulatory particle, lid subcomplex,GO:0022624~proteasome accessory complex,GO:0031597~cytosolic proteasome complex,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0008237~metallopeptidase activity,GO:0046872~metal ion binding,GO:0061133~endopeptidase activator activity,GO:0070628~proteasome binding,	IPR000555:JAB1/Mov34/MPN/PAD-1,IPR024969:Rpn11/EIF3F C-terminal domain,	hsa03050:Proteasome,hsa05169:Epstein-Barr virus infection,			SM00232:JAB_MPN,	3D-structure,Complete proteome,Direct protein sequencing,DNA damage,DNA repair,Hydrolase,Metal-binding,Metalloprotease,Phosphoprotein,Protease,Proteasome,Proteomics identification,Reference proteome,Ubl conjugation pathway,Zinc,	chain:26S proteasome non-ATPase regulatory subunit 14,domain:MPN,metal ion-binding site:Zinc; catalytic,modified residue,short sequence motif:JAMM motif,
5713	proteasome 26S subunit, non-ATPase 7(PSMD7)	Homo sapiens				GO:0000165~MAPK cascade,GO:0000209~protein polyubiquitination,GO:0002223~stimulatory C-type lectin receptor signaling pathway,GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,GO:0006521~regulation of cellular amino acid metabolic process,GO:0031145~anaphase-promoting complex-dependent catabolic process,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0038061~NIK/NF-kappaB signaling,GO:0038095~Fc-epsilon receptor signaling pathway,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043488~regulation of mRNA stability,GO:0050852~T cell receptor signaling pathway,GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0090263~positive regulation of canonical Wnt signaling pathway,	GO:0000502~proteasome complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0005838~proteasome regulatory particle,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0042803~protein homodimerization activity,	IPR000555:JAB1/Mov34/MPN/PAD-1,IPR024969:Rpn11/EIF3F C-terminal domain,	hsa03050:Proteasome,hsa05169:Epstein-Barr virus infection,			SM00232:JAB_MPN,	3D-structure,Acetylation,Complete proteome,Isopeptide bond,Proteasome,Proteomics identification,Reference proteome,Ubl conjugation,	chain:26S proteasome non-ATPase regulatory subunit 7,compositionally biased region:Glu/Lys-rich,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),domain:MPN,helix,modified residue,sequence conflict,strand,turn,
5695	proteasome subunit beta 7(PSMB7)	Homo sapiens				GO:0000165~MAPK cascade,GO:0000209~protein polyubiquitination,GO:0002223~stimulatory C-type lectin receptor signaling pathway,GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,GO:0006521~regulation of cellular amino acid metabolic process,GO:0016032~viral process,GO:0031145~anaphase-promoting complex-dependent catabolic process,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0038061~NIK/NF-kappaB signaling,GO:0038095~Fc-epsilon receptor signaling pathway,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043488~regulation of mRNA stability,GO:0050852~T cell receptor signaling pathway,GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,GO:0051603~proteolysis involved in cellular protein catabolic process,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:1903955~positive regulation of protein targeting to mitochondrion,	GO:0000502~proteasome complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005839~proteasome core complex,GO:0070062~extracellular exosome,	GO:0004298~threonine-type endopeptidase activity,GO:0005515~protein binding,	IPR000243:Peptidase T1A, proteasome beta-subunit,IPR001353:Proteasome, subunit alpha/beta,IPR016050:Proteasome, beta-type subunit, conserved site,IPR023333:Proteasome B-type subunit,IPR024689:Proteasome beta subunit, C-terminal,	hsa03050:Proteasome,				3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Host-virus interaction,Hydrolase,Nucleus,Polymorphism,Protease,Proteasome,Proteomics identification,Reference proteome,Threonine protease,Zymogen,	active site:Nucleophile,chain:Proteasome subunit beta type-7,modified residue,propeptide:Removed in mature form,sequence variant,
5590	protein kinase C zeta(PRKCZ)	Homo sapiens		h_ptdinsPathway:Phosphoinositides and their downstream targets.,		GO:0000226~microtubule cytoskeleton organization,GO:0001954~positive regulation of cell-matrix adhesion,GO:0006468~protein phosphorylation,GO:0006954~inflammatory response,GO:0007165~signal transduction,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007616~long-term memory,GO:0008284~positive regulation of cell proliferation,GO:0008286~insulin receptor signaling pathway,GO:0016477~cell migration,GO:0018105~peptidyl-serine phosphorylation,GO:0030010~establishment of cell polarity,GO:0031333~negative regulation of protein complex assembly,GO:0031532~actin cytoskeleton reorganization,GO:0031584~activation of phospholipase D activity,GO:0032148~activation of protein kinase B activity,GO:0032753~positive regulation of interleukin-4 production,GO:0035556~intracellular signal transduction,GO:0043066~negative regulation of apoptotic process,GO:0045630~positive regulation of T-helper 2 cell differentiation,GO:0046326~positive regulation of glucose import,GO:0046627~negative regulation of insulin receptor signaling pathway,GO:0046628~positive regulation of insulin receptor signaling pathway,GO:0047496~vesicle transport along microtubule,GO:0050732~negative regulation of peptidyl-tyrosine phosphorylation,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0051291~protein heterooligomerization,GO:0051346~negative regulation of hydrolase activity,GO:0051899~membrane depolarization,GO:0060081~membrane hyperpolarization,GO:0060291~long-term synaptic potentiation,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0070528~protein kinase C signaling,GO:0072659~protein localization to plasma membrane,GO:1990138~neuron projection extension,GO:2000463~positive regulation of excitatory postsynaptic potential,GO:2000553~positive regulation of T-helper 2 cell cytokine production,GO:2000664~positive regulation of interleukin-5 secretion,GO:2000667~positive regulation of interleukin-13 secretion,GO:2001181~positive regulation of interleukin-10 secretion,	GO:0005622~intracellular,GO:0005635~nuclear envelope,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005815~microtubule organizing center,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005923~bicellular tight junction,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0016363~nuclear matrix,GO:0030054~cell junction,GO:0031252~cell leading edge,GO:0031941~filamentous actin,GO:0031982~vesicle,GO:0035748~myelin sheath abaxonal region,GO:0043203~axon hillock,GO:0045121~membrane raft,GO:0045179~apical cortex,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004697~protein kinase C activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0015459~potassium channel regulator activity,GO:0019901~protein kinase binding,GO:0019904~protein domain specific binding,GO:0043274~phospholipase binding,GO:0043560~insulin receptor substrate binding,GO:0046872~metal ion binding,GO:0071889~14-3-3 protein binding,	IPR000270:Phox/Bem1p,IPR000719:Protein kinase, catalytic domain,IPR000961:AGC-kinase, C-terminal,IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR012233:Protein kinase C, zeta/iota,IPR017441:Protein kinase, ATP binding site,IPR017892:Protein kinase, C-terminal,IPR020454:Diacylglycerol/phorbol-ester binding,	hsa04015:Rap1 signaling pathway,hsa04062:Chemokine signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04144:Endocytosis,hsa04390:Hippo signaling pathway,hsa04530:Tight junction,hsa04611:Platelet activation,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,		PIRSF000554:protein kinase C, zeta/iota types,	SM00109:C1,SM00133:S_TK_X,SM00220:S_TKc,SM00666:PB1,	Alternative splicing,ATP-binding,Cell junction,Complete proteome,Cytoplasm,Endosome,Inflammatory response,Kinase,Metal-binding,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,Zinc,Zinc-finger,	active site:Proton acceptor,binding site:ATP,chain:Protein kinase C zeta type,domain:AGC-kinase C-terminal,domain:OPR,domain:Protein kinase,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,region of interest:Interaction with SQSTM1,sequence conflict,sequence variant,zinc finger region:Phorbol-ester/DAG-type,
5499	protein phosphatase 1 catalytic subunit alpha(PPP1CA)	Homo sapiens		h_akap95Pathway:AKAP95 role in mitosis and chromosome dynamics,h_akapcentrosomePathway:Protein Kinase A at the Centrosome,h_ck1Pathway:Regulation of ck1/cdk5 by type 1 glutamate receptors,h_eif2Pathway:Regulation of eIF2,		GO:0005977~glycogen metabolic process,GO:0005979~regulation of glycogen biosynthetic process,GO:0005981~regulation of glycogen catabolic process,GO:0006470~protein dephosphorylation,GO:0007049~cell cycle,GO:0016311~dephosphorylation,GO:0030324~lung development,GO:0032091~negative regulation of protein binding,GO:0032922~circadian regulation of gene expression,GO:0036496~regulation of translational initiation by eIF2 alpha dephosphorylation,GO:0042752~regulation of circadian rhythm,GO:0043153~entrainment of circadian clock by photoperiod,GO:0048754~branching morphogenesis of an epithelial tube,GO:0051301~cell division,GO:0060828~regulation of canonical Wnt signaling pathway,GO:1904886~beta-catenin destruction complex disassembly,GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,	GO:0000164~protein phosphatase type 1 complex,GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0042587~glycogen granule,GO:0043197~dendritic spine,GO:0043204~perikaryon,GO:0070062~extracellular exosome,GO:0070688~MLL5-L complex,GO:0072357~PTW/PP1 phosphatase complex,	GO:0004721~phosphoprotein phosphatase activity,GO:0004722~protein serine/threonine phosphatase activity,GO:0005515~protein binding,GO:0008157~protein phosphatase 1 binding,GO:0016791~phosphatase activity,GO:0032403~protein complex binding,GO:0043021~ribonucleoprotein complex binding,GO:0046872~metal ion binding,	IPR004843:Metallophosphoesterase domain,IPR006186:Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,IPR006311:Twin-arginine translocation pathway, signal sequence,	hsa03015:mRNA surveillance pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04114:Oocyte meiosis,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04611:Platelet activation,hsa04720:Long-term potentiation,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04931:Insulin resistance,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05168:Herpes simplex infection,hsa05205:Proteoglycans in cancer,			SM00156:PP2Ac,	3D-structure,Acetylation,Alternative splicing,Carbohydrate metabolism,Cell cycle,Cell division,Complete proteome,Cytoplasm,Direct protein sequencing,Glycogen metabolism,Hydrolase,Manganese,Metal-binding,Nucleus,Phosphoprotein,Protein phosphatase,Proteomics identification,Reference proteome,	active site:Proton donor,chain:Serine/threonine-protein phosphatase PP1- alpha catalytic subunit,helix,metal ion-binding site:Iron,metal ion-binding site:Manganese,modified residue,strand,turn,
11079	retention in endoplasmic reticulum sorting receptor 1(RER1)	Homo sapiens				GO:0006890~retrograde vesicle-mediated transport, Golgi to ER,GO:0071340~skeletal muscle acetylcholine-gated channel clustering,GO:0090004~positive regulation of establishment of protein localization to plasma membrane,	GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0030173~integral component of Golgi membrane,	GO:0033130~acetylcholine receptor binding,	IPR004932:Retrieval of early ER protein Rer1,			PIRSF016013:endoplasmic reticulum retrieval protein, Rer1p type,		Acetylation,Complete proteome,Golgi apparatus,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Protein RER1,modified residue,sequence conflict,transmembrane region,
84153	ribonuclease H2 subunit C(RNASEH2C)	Homo sapiens				GO:0006401~RNA catabolic process,GO:0090502~RNA phosphodiester bond hydrolysis, endonucleolytic,	GO:0005634~nucleus,GO:0032299~ribonuclease H2 complex,	GO:0004523~RNA-DNA hybrid ribonuclease activity,	IPR013924:Ribonuclease H2, subunit C,	hsa03030:DNA replication,	610329~Aicardi-Goutieres syndrome 3,			3D-structure,Acetylation,Aicardi-Goutieres syndrome,Alternative splicing,Complete proteome,Disease mutation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Ribonuclease H2 subunit C,modified residue,sequence variant,splice variant,
6238	ribosome binding protein 1(RRBP1)	Homo sapiens				GO:0001649~osteoblast differentiation,GO:0006412~translation,GO:0015031~protein transport,	GO:0005783~endoplasmic reticulum,GO:0005840~ribosome,GO:0016020~membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0004872~receptor activity,GO:0044822~poly(A) RNA binding,	IPR007794:Ribosome receptor lysine/proline rich,	hsa04141:Protein processing in endoplasmic reticulum,				Acetylation,Alternative splicing,Coiled coil,Complete proteome,Endoplasmic reticulum,Isopeptide bond,Membrane,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Receptor,Reference proteome,Repeat,Translocation,Transmembrane,Transmembrane helix,Transport,Ubl conjugation,	chain:Ribosome-binding protein 1,modified residue,region of interest:41 X 10 AA approximate tandem repeats of [TN]-Q-[GSA]-[KRQT]-K-[ATGSV]-[ED]- [GTAS]-[ATIS]-[PQTAS],repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:28,repeat:29,repeat:3,repeat:30,repeat:31,repeat:32,repeat:33,repeat:34; approximate,repeat:35,repeat:36; approximate,repeat:37,repeat:38,repeat:39; approximate,repeat:4,repeat:40,repeat:41,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
114804	ring finger protein 157(RNF157)	Homo sapiens						GO:0008270~zinc ion binding,	IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,				SM00184:RING,	Alternative splicing,Complete proteome,Lipoprotein,Metal-binding,Myristate,Polymorphism,Reference proteome,Zinc,Zinc-finger,	chain:RING finger protein 157,compositionally biased region:Ser-rich,sequence variant,splice variant,zinc finger region:RING-type,
140545	ring finger protein 32(RNF32)	Homo sapiens			Posttranslational modification, protein turnover, chaperones,		GO:0005768~endosome,GO:0016235~aggresome,	GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR000048:IQ motif, EF-hand binding site,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,	Alternative splicing,Complete proteome,Cytoplasm,Metal-binding,Polymorphism,Reference proteome,Repeat,Zinc,Zinc-finger,	chain:RING finger protein 32,domain:IQ,sequence conflict,sequence variant,splice variant,zinc finger region:RING-type 1; atypical,zinc finger region:RING-type 2; atypical,
